-46.184244,-23.555457,8,0,1,356
-46.363023,-23.490606,8,0,1,146
-45.403565,-23.770516,8,0,2,160
-46.184396,-23.554580,8,0,1,176
-48.834765,-21.767189,8,0,1,80
-48.827776,-21.746356,8,0,1,62
-48.823723,-21.765745,8,0,1,82
-48.840270,-21.751691,8,0,1,244
-48.844472,-21.752025,8,0,1,117
-48.444899,-22.915984,8,0,1,298
-48.444918,-22.916014,8,0,1,118
-48.443186,-22.916839,8,0,1,298
-48.443199,-22.916864,8,0,1,118
-48.435804,-22.920603,8,0,1,299
-48.435831,-22.920638,8,0,1,119
-48.434069,-22.921485,8,0,1,299
-48.434093,-22.921530,8,0,1,119
-50.922560,-22.233504,8,0,1,280
-50.922828,-22.233492,8,0,1,100
-45.735420,-22.702088,8,0,1,126
-45.728784,-22.706505,8,0,2,126
-45.731520,-22.704664,8,0,2,126
-45.733360,-22.703474,8,0,1,126
-45.134232,-22.745612,8,0,1,33
-45.172976,-22.800125,8,0,2,176
-47.704184,-22.438610,8,0,1,223
-47.704130,-22.438667,8,0,1,34
-47.705972,-22.440466,8,0,1,216
-47.705926,-22.440503,8,0,1,44
-45.321612,-23.578327,8,0,2,73
-45.322753,-23.578656,8,0,2,69
-45.325906,-23.580606,8,0,2,43
-45.326734,-23.581550,8,0,2,35
-45.331131,-23.586545,8,0,2,45
-45.332736,-23.588044,8,0,2,46
-45.348845,-23.603561,8,0,2,100
-45.351405,-23.603116,8,0,2,100
-46.410119,-23.954237,8,0,1,144
-46.403089,-23.962764,8,0,1,143
-46.401584,-23.964584,8,0,1,143
-46.400892,-23.965258,8,0,1,325
-46.402432,-23.963395,8,0,1,323
-46.406372,-23.958620,8,0,1,323
-46.409452,-23.954886,8,0,1,323
-46.407086,-23.957927,8,0,1,143
-46.807215,-22.451677,8,0,1,205
-46.807175,-22.451693,8,0,1,24
-46.806461,-22.450174,8,0,1,205
-46.806423,-22.450191,8,0,1,25
-46.086670,-23.805087,8,0,1,252
-46.079980,-23.803062,8,0,1,252
-46.144287,-23.833240,8,0,1,69
-46.143377,-23.832741,8,0,1,245
-46.138275,-23.828926,8,0,1,44
-46.115951,-23.816332,8,0,1,70
-46.115306,-23.815766,8,0,1,253
-46.137967,-23.828162,8,0,1,224
-46.087605,-23.805370,8,0,1,252
-46.084539,-23.804439,8,0,1,251
-46.087580,-23.805409,8,0,1,69
-46.083922,-23.804248,8,0,1,251
-46.086656,-23.805114,8,0,1,73
-46.078819,-23.802713,8,0,1,252
-46.084504,-23.804471,8,0,1,72
-46.079967,-23.803111,8,0,1,72
-46.083901,-23.804282,8,0,1,72
-46.078798,-23.802748,8,0,1,72
-46.006815,-23.781111,8,0,1,72
-46.006823,-23.781079,8,0,1,252
-46.005731,-23.780747,8,0,1,252
-45.932599,-23.767824,8,0,1,68
-45.930075,-23.766898,8,0,1,68
-46.005718,-23.780777,8,0,1,72
-45.921264,-23.763663,8,0,1,68
-45.917861,-23.762406,8,0,1,68
-45.907909,-23.758741,8,0,1,68
-45.917883,-23.762372,8,0,1,248
-45.906045,-23.758058,8,0,1,68
-45.932612,-23.767789,8,0,1,248
-45.930088,-23.766868,8,0,1,248
-45.907922,-23.758708,8,0,1,248
-45.906061,-23.758030,8,0,1,248
-45.860565,-23.757278,8,0,1,263
-45.860557,-23.757329,8,0,1,83
-45.858142,-23.757049,8,0,1,83
-45.857360,-23.756922,8,0,1,263
-45.850706,-23.756270,8,0,1,264
-45.850706,-23.756307,8,0,1,84
-45.849224,-23.756114,8,0,1,80
-45.849232,-23.756067,8,0,1,258
-45.858151,-23.757004,8,0,1,263
-45.854544,-23.756618,8,0,1,264
-45.854547,-23.756650,8,0,1,84
-45.857363,-23.756962,8,0,1,83
-45.835041,-23.754923,8,0,1,88
-45.835046,-23.754886,8,0,1,267
-45.833490,-23.754820,8,0,1,267
-45.833490,-23.754852,8,0,1,88
-45.830441,-23.754663,8,0,1,266
-45.830432,-23.754697,8,0,1,86
-45.825827,-23.754373,8,0,1,273
-45.825830,-23.754415,8,0,1,89
-45.824644,-23.754444,8,0,1,274
-45.824650,-23.754478,8,0,1,94
-45.789747,-23.750789,8,0,1,287
-45.820987,-23.754698,8,0,1,94
-45.821666,-23.754621,8,0,1,274
-45.820988,-23.754665,8,0,1,274
-45.821667,-23.754658,8,0,1,94
-45.790067,-23.751136,8,0,1,108
-45.767196,-23.754011,8,0,1,91
-45.766646,-23.753665,8,0,1,268
-45.760383,-23.753608,8,0,1,260
-45.759482,-23.753471,8,0,1,258
-45.760378,-23.753660,8,0,1,87
-45.759471,-23.753527,8,0,1,80
-45.720595,-23.762378,8,0,1,185
-45.720357,-23.763460,8,0,1,13
-45.688174,-23.770097,8,0,1,274
-45.648229,-23.768129,8,0,1,292
-45.649179,-23.767721,8,0,1,130
-45.631226,-23.783232,8,0,1,98
-45.631216,-23.783184,8,0,1,278
-45.629566,-23.783619,8,0,1,290
-45.629571,-23.783660,8,0,1,110
-45.628512,-23.784022,8,0,1,113
-45.628496,-23.783993,8,0,1,294
-45.625883,-23.785537,8,0,1,307
-45.625905,-23.785575,8,0,1,127
-45.624472,-23.785644,8,0,1,46
-45.624492,-23.785628,8,0,1,226
-45.197155,-23.516902,8,0,1,67
