-46.783572,-23.584042,5,90,1,84
-46.713677,-23.596339,1,60,1,324
-46.724492,-23.611862,1,40,1,97
-46.622986,-23.493684,1,40,1,345
-46.777572,-23.520496,1,100,1,90
-45.588937,-22.735933,1,50,1,252
-47.428998,-23.471966,1,90,1,225
-47.438922,-23.483460,1,70,1,180
-47.473784,-23.504434,1,60,1,90
-47.478835,-23.501696,1,60,1,65
-47.475069,-23.500039,5,60,1,65
-47.458495,-23.512327,1,60,1,255
-46.569149,-23.673779,1,60,1,11
-46.802952,-23.524793,1,60,1,299
-46.801467,-23.525616,1,60,1,118
-45.864204,-23.199620,1,60,1,156
-49.415388,-20.820138,1,60,1,226
-49.365810,-20.826566,1,90,1,135
-46.679695,-23.657734,1,60,1,176
-46.673490,-23.639602,1,50,1,221
-47.075943,-22.903450,1,60,1,104
-47.053561,-22.909771,1,70,1,66
-46.651384,-23.604140,1,70,1,5
-47.044415,-22.868362,1,70,1,191
-47.339202,-22.748980,1,50,1,49
-46.537564,-23.573781,1,40,1,283
-46.703207,-23.709395,1,50,1,47
-46.701623,-23.693231,1,40,1,179
-46.563889,-23.616380,1,60,1,270
-46.557735,-23.633595,1,50,1,202
-46.560380,-23.626367,1,40,1,225
-46.543567,-23.615618,5,60,1,168
-46.547516,-23.629714,1,50,1,330
-46.547489,-23.655963,1,40,1,141
-46.547264,-23.656118,1,40,1,339
-46.536680,-23.667854,5,60,1,54
-46.981754,-23.026612,2,60,1,342
-46.985815,-23.014758,1,60,1,342
-46.986176,-23.050770,1,60,1,180
-46.572282,-23.590525,1,40,1,99
-46.302019,-23.521814,1,60,1,235
-46.305197,-23.527873,3,0,1,16
-46.305296,-23.527818,3,0,1,199
-46.378264,-23.696451,5,80,1,205
-46.395778,-23.713123,5,80,1,52
-46.410726,-23.716701,1,60,1,315
-46.641951,-23.572261,1,40,1,355
-46.570027,-23.722966,1,40,1,48
-46.544337,-23.635149,1,60,1,151
-47.494507,-21.855462,1,110,1,163
-47.044164,-22.854732,3,0,1,200
-47.044205,-22.884562,1,60,1,187
-47.057322,-22.911197,1,70,1,247
-47.073527,-22.918804,1,60,1,233
-47.072081,-22.918009,1,60,1,54
-47.089996,-22.909122,1,60,1,77
-46.647512,-23.620455,1,60,1,159
-47.047496,-22.894196,2,60,1,174
-47.026213,-22.894381,1,60,1,98
-47.447427,-23.542072,1,40,1,1
-47.447461,-23.544050,2,40,1,26
-47.048510,-22.887532,1,60,1,81
-46.436816,-23.700159,1,60,2,328
-45.796399,-23.185583,2,60,1,290
-47.574230,-22.426312,1,90,1,335
-45.950910,-23.274266,2,70,1,5
-46.740815,-23.616837,1,40,1,6
-47.627470,-22.716023,1,60,1,270
-46.538413,-23.704248,1,40,1,301
-47.123624,-22.958785,1,60,1,251
-47.075257,-22.875365,5,60,1,225
-47.235350,-22.906276,1,40,1,244
-49.076625,-21.090316,1,110,1,309
-46.777588,-23.523359,1,60,1,85
-46.565819,-23.656723,5,40,2,148
-46.538480,-23.658344,5,60,1,54
-46.561348,-23.711824,5,90,1,0
-46.552974,-23.658628,5,60,1,58
-46.549722,-23.656680,2,60,1,213
-46.548691,-23.652690,1,60,1,1
-46.542991,-23.733605,5,60,1,134
-47.440707,-23.540510,1,50,1,275
-46.343733,-23.951714,1,50,1,235
-46.334779,-23.942349,2,50,1,180
-46.345536,-23.968009,2,50,1,94
-46.547591,-23.667443,5,50,1,64
-45.979405,-23.286653,1,60,1,3
-46.730899,-23.633567,1,40,1,90
-45.979684,-23.281940,5,60,1,327
-46.993589,-22.704582,1,60,1,120
-47.013059,-22.703083,1,110,1,2
-46.293927,-23.977861,1,60,1,359
-46.299703,-23.969135,1,60,1,143
-46.556450,-23.677343,2,60,1,337
-46.562663,-23.667367,5,50,2,270
-46.571479,-23.656052,2,50,1,178
-46.573641,-23.652829,2,60,1,135
-46.576482,-23.650782,5,60,1,308
-46.738242,-23.594902,1,50,1,244
-46.567812,-23.671285,2,50,1,197
-45.982611,-23.311961,2,40,1,45
-45.980368,-23.309747,1,40,1,76
-45.991392,-23.310639,1,60,1,260
-45.995820,-23.311352,1,70,1,97
-45.958621,-23.301596,1,40,1,62
-45.974903,-23.304054,1,40,1,332
-46.307738,-23.989033,2,50,1,342
-45.954520,-23.297634,2,50,1,44
-45.954466,-23.295577,1,50,1,355
-46.303240,-23.970302,1,50,1,126
-46.317971,-23.972480,1,50,1,305
-46.581820,-23.622124,2,60,1,2
-46.580615,-23.615449,2,60,1,8
-46.303167,-23.970200,1,50,1,310
-46.313105,-23.963655,1,50,1,126
-45.919080,-23.195583,1,50,1,130
-45.934856,-23.198443,1,60,1,45
-49.405732,-20.833629,1,60,1,23
-46.530653,-23.597264,1,40,1,253
-49.356584,-20.810209,5,80,1,186
-45.882298,-23.174029,1,60,1,263
-45.888181,-23.176938,1,50,1,338
-45.888805,-23.188160,2,50,1,193
-45.918764,-23.247492,1,60,1,12
-47.103991,-22.862355,1,60,1,315
-46.576324,-23.724187,5,40,1,270
-46.571989,-23.725326,5,40,1,270
-46.263325,-23.543127,1,60,1,279
-46.281227,-23.541465,1,60,1,87
-46.299911,-23.537422,1,60,1,292
-47.633404,-22.713208,1,40,1,315
-47.633768,-22.724994,2,60,1,207
-47.644706,-22.722278,2,60,1,0
-47.645044,-22.723198,2,60,1,20
-47.645693,-22.724950,2,60,1,20
-45.896512,-23.276087,1,50,1,225
-46.969841,-22.364424,1,110,1,4
-46.783663,-23.521427,1,60,1,282
-47.459365,-23.476529,1,40,1,69
-46.676494,-23.649073,1,60,1,37
-46.323842,-23.967508,1,40,1,185
-46.745651,-24.157488,5,80,1,62
-47.048588,-22.842750,1,60,1,286
-49.081627,-22.331667,1,50,1,260
-49.091306,-22.329222,1,50,1,303
-49.036853,-22.314329,1,60,1,256
-47.345336,-22.752220,1,50,1,260
-46.782898,-23.702271,1,40,1,235
-46.772377,-23.678348,1,40,1,123
-46.521123,-22.986556,1,60,1,108
-46.533742,-22.973560,1,60,1,149
-46.543985,-22.961375,1,60,1,357
-46.824779,-23.001421,1,50,1,248
-46.834544,-23.005597,1,50,1,290
-47.829301,-23.348116,1,50,2,73
-46.536126,-23.634658,5,60,1,335
-46.539153,-23.628515,5,60,1,335
-46.542202,-23.645317,2,60,1,51
-46.542106,-23.645009,2,60,1,231
-47.848785,-23.348104,2,50,1,240
-46.571356,-23.117075,2,40,1,92
-46.571130,-23.116650,2,40,1,271
-46.562459,-23.114647,2,40,1,244
-47.012606,-22.898244,1,70,1,254
-47.044513,-22.906079,1,60,1,279
-46.530345,-23.658786,1,60,1,154
-47.252165,-22.818543,1,50,1,270
-47.202664,-22.817522,1,100,1,120
-46.726587,-23.402410,1,50,1,280
-46.534902,-23.660678,5,50,1,295
-46.375394,-23.956499,1,40,1,17
-46.041260,-23.769500,5,80,2,50
-46.026116,-23.791902,1,50,1,160
-46.169389,-23.596226,5,80,1,157
-46.186064,-23.575833,1,50,1,99
-47.832691,-21.143067,5,60,1,163
-46.600291,-23.476103,1,50,1,46
-46.590517,-23.663158,5,70,1,296
-47.268226,-22.743711,1,100,1,315
-46.786185,-23.618536,1,50,1,160
-46.809442,-23.633418,1,40,1,186
-46.795835,-23.633164,1,40,1,146
-47.435621,-23.493264,1,50,1,49
-47.421159,-23.489055,1,70,1,280
-47.409261,-23.493429,1,70,1,105
